,Title,Genre,Director,Actors,Query
5788,dracula untold,drama,gary shore,luke evans,drama gary shore luke evans
5789,dracula untold,drama,gary shore, dominic cooper,drama gary shore  dominic cooper
5790,dracula untold,drama,gary shore, sarah gadon,drama gary shore  sarah gadon
5791,dracula untold,drama,gary shore, art parkinson,drama gary shore  art parkinson
5792,dracula untold,fantasy,gary shore,luke evans,fantasy gary shore luke evans
5793,dracula untold,fantasy,gary shore, dominic cooper,fantasy gary shore  dominic cooper
5794,dracula untold,fantasy,gary shore, sarah gadon,fantasy gary shore  sarah gadon
5795,dracula untold,fantasy,gary shore, art parkinson,fantasy gary shore  art parkinson
5796,in the heart of the sea,action,ron howard,chris hemsworth,action ron howard chris hemsworth
5797,in the heart of the sea,action,ron howard, cillian murphy,action ron howard  cillian murphy
5798,in the heart of the sea,action,ron howard, brendan gleeson,action ron howard  brendan gleeson
5799,in the heart of the sea,action,ron howard,ben whishaw,action ron howard ben whishaw
5800,in the heart of the sea,adventure,ron howard,chris hemsworth,adventure ron howard chris hemsworth
5801,in the heart of the sea,adventure,ron howard, cillian murphy,adventure ron howard  cillian murphy
5802,in the heart of the sea,adventure,ron howard, brendan gleeson,adventure ron howard  brendan gleeson
5803,in the heart of the sea,adventure,ron howard,ben whishaw,adventure ron howard ben whishaw
5804,in the heart of the sea,biography,ron howard,chris hemsworth,biography ron howard chris hemsworth
5805,in the heart of the sea,biography,ron howard, cillian murphy,biography ron howard  cillian murphy
5806,in the heart of the sea,biography,ron howard, brendan gleeson,biography ron howard  brendan gleeson
5807,in the heart of the sea,biography,ron howard,ben whishaw,biography ron howard ben whishaw
5808,idiocracy,adventure,mike judge,luke wilson,adventure mike judge luke wilson
5809,idiocracy,adventure,mike judge, maya rudolph,adventure mike judge  maya rudolph
5810,idiocracy,adventure,mike judge, dax shepard,adventure mike judge  dax shepard
5811,idiocracy,adventure,mike judge, terry crews,adventure mike judge  terry crews
5812,idiocracy,comedy,mike judge,luke wilson,comedy mike judge luke wilson
5813,idiocracy,comedy,mike judge, maya rudolph,comedy mike judge  maya rudolph
5814,idiocracy,comedy,mike judge, dax shepard,comedy mike judge  dax shepard
5815,idiocracy,comedy,mike judge, terry crews,comedy mike judge  terry crews
5816,idiocracy,sci-fi,mike judge,luke wilson,sci-fi mike judge luke wilson
5817,idiocracy,sci-fi,mike judge, maya rudolph,sci-fi mike judge  maya rudolph
5818,idiocracy,sci-fi,mike judge, dax shepard,sci-fi mike judge  dax shepard
5819,idiocracy,sci-fi,mike judge, terry crews,sci-fi mike judge  terry crews
5820,the expendables,action,sylvester stallone,sylvester stallone,action sylvester stallone sylvester stallone
5821,the expendables,action,sylvester stallone, jason statham,action sylvester stallone  jason statham
5822,the expendables,action,sylvester stallone, jet li,action sylvester stallone  jet li
5823,the expendables,action,sylvester stallone, dolph lundgren,action sylvester stallone  dolph lundgren
5824,the expendables,adventure,sylvester stallone,sylvester stallone,adventure sylvester stallone sylvester stallone
5825,the expendables,adventure,sylvester stallone, jason statham,adventure sylvester stallone  jason statham
5826,the expendables,adventure,sylvester stallone, jet li,adventure sylvester stallone  jet li
5827,the expendables,adventure,sylvester stallone, dolph lundgren,adventure sylvester stallone  dolph lundgren
5828,the expendables,thriller,sylvester stallone,sylvester stallone,thriller sylvester stallone sylvester stallone
5829,the expendables,thriller,sylvester stallone, jason statham,thriller sylvester stallone  jason statham
5830,the expendables,thriller,sylvester stallone, jet li,thriller sylvester stallone  jet li
5831,the expendables,thriller,sylvester stallone, dolph lundgren,thriller sylvester stallone  dolph lundgren
5832,evil dead,fantasy,fede alvarez,jane levy,fantasy fede alvarez jane levy
5833,evil dead,fantasy,fede alvarez, shiloh fernandez,fantasy fede alvarez  shiloh fernandez
5834,evil dead,fantasy,fede alvarez, jessica lucas,fantasy fede alvarez  jessica lucas
5835,evil dead,fantasy,fede alvarez, lou taylor pucci,fantasy fede alvarez  lou taylor pucci
5836,evil dead,horror,fede alvarez,jane levy,horror fede alvarez jane levy
5837,evil dead,horror,fede alvarez, shiloh fernandez,horror fede alvarez  shiloh fernandez
5838,evil dead,horror,fede alvarez, jessica lucas,horror fede alvarez  jessica lucas
5839,evil dead,horror,fede alvarez, lou taylor pucci,horror fede alvarez  lou taylor pucci
5840,sinister,horror,scott derrickson,ethan hawke,horror scott derrickson ethan hawke
5841,sinister,horror,scott derrickson, juliet rylance,horror scott derrickson  juliet rylance
5842,sinister,horror,scott derrickson, james ransone,horror scott derrickson  james ransone
5843,sinister,horror,scott derrickson,fred dalton thompson,horror scott derrickson fred dalton thompson
5844,sinister,mystery,scott derrickson,ethan hawke,mystery scott derrickson ethan hawke
5845,sinister,mystery,scott derrickson, juliet rylance,mystery scott derrickson  juliet rylance
5846,sinister,mystery,scott derrickson, james ransone,mystery scott derrickson  james ransone
5847,sinister,mystery,scott derrickson,fred dalton thompson,mystery scott derrickson fred dalton thompson
5848,wreck-it ralph,animation,rich moore,john c. reilly,animation rich moore john c. reilly
5849,wreck-it ralph,animation,rich moore, jack mcbrayer,animation rich moore  jack mcbrayer
5850,wreck-it ralph,animation,rich moore, jane lynch,animation rich moore  jane lynch
5851,wreck-it ralph,animation,rich moore, sarah silverman,animation rich moore  sarah silverman
5852,wreck-it ralph,adventure,rich moore,john c. reilly,adventure rich moore john c. reilly
5853,wreck-it ralph,adventure,rich moore, jack mcbrayer,adventure rich moore  jack mcbrayer
5854,wreck-it ralph,adventure,rich moore, jane lynch,adventure rich moore  jane lynch
5855,wreck-it ralph,adventure,rich moore, sarah silverman,adventure rich moore  sarah silverman
5856,wreck-it ralph,comedy,rich moore,john c. reilly,comedy rich moore john c. reilly
5857,wreck-it ralph,comedy,rich moore, jack mcbrayer,comedy rich moore  jack mcbrayer
5858,wreck-it ralph,comedy,rich moore, jane lynch,comedy rich moore  jane lynch
5859,wreck-it ralph,comedy,rich moore, sarah silverman,comedy rich moore  sarah silverman
5860,snow white and the huntsman,action,rupert sanders,kristen stewart,action rupert sanders kristen stewart
5861,snow white and the huntsman,action,rupert sanders, chris hemsworth,action rupert sanders  chris hemsworth
5862,snow white and the huntsman,action,rupert sanders, charlize theron,action rupert sanders  charlize theron
5863,snow white and the huntsman,action,rupert sanders, sam claflin,action rupert sanders  sam claflin
5864,snow white and the huntsman,adventure,rupert sanders,kristen stewart,adventure rupert sanders kristen stewart
5865,snow white and the huntsman,adventure,rupert sanders, chris hemsworth,adventure rupert sanders  chris hemsworth
5866,snow white and the huntsman,adventure,rupert sanders, charlize theron,adventure rupert sanders  charlize theron
5867,snow white and the huntsman,adventure,rupert sanders, sam claflin,adventure rupert sanders  sam claflin
5868,snow white and the huntsman,drama,rupert sanders,kristen stewart,drama rupert sanders kristen stewart
5869,snow white and the huntsman,drama,rupert sanders, chris hemsworth,drama rupert sanders  chris hemsworth
5870,snow white and the huntsman,drama,rupert sanders, charlize theron,drama rupert sanders  charlize theron
5871,snow white and the huntsman,drama,rupert sanders, sam claflin,drama rupert sanders  sam claflin
5872,pan,adventure,joe wright,levi miller,adventure joe wright levi miller
5873,pan,adventure,joe wright, hugh jackman,adventure joe wright  hugh jackman
5874,pan,adventure,joe wright, garrett hedlund,adventure joe wright  garrett hedlund
5875,pan,adventure,joe wright, rooney mara,adventure joe wright  rooney mara
5876,pan,family,joe wright,levi miller,family joe wright levi miller
5877,pan,family,joe wright, hugh jackman,family joe wright  hugh jackman
5878,pan,family,joe wright, garrett hedlund,family joe wright  garrett hedlund
5879,pan,family,joe wright, rooney mara,family joe wright  rooney mara
5880,pan,fantasy,joe wright,levi miller,fantasy joe wright levi miller
5881,pan,fantasy,joe wright, hugh jackman,fantasy joe wright  hugh jackman
5882,pan,fantasy,joe wright, garrett hedlund,fantasy joe wright  garrett hedlund
5883,pan,fantasy,joe wright, rooney mara,fantasy joe wright  rooney mara
5884,transformers: dark of the moon,action,michael bay,shia labeouf,action michael bay shia labeouf
5885,transformers: dark of the moon,action,michael bay, rosie huntington-whiteley,action michael bay  rosie huntington-whiteley
5886,transformers: dark of the moon,action,michael bay, tyrese gibson,action michael bay  tyrese gibson
5887,transformers: dark of the moon,action,michael bay, josh duhamel,action michael bay  josh duhamel
5888,transformers: dark of the moon,adventure,michael bay,shia labeouf,adventure michael bay shia labeouf
5889,transformers: dark of the moon,adventure,michael bay, rosie huntington-whiteley,adventure michael bay  rosie huntington-whiteley
5890,transformers: dark of the moon,adventure,michael bay, tyrese gibson,adventure michael bay  tyrese gibson
5891,transformers: dark of the moon,adventure,michael bay, josh duhamel,adventure michael bay  josh duhamel
5892,transformers: dark of the moon,sci-fi,michael bay,shia labeouf,sci-fi michael bay shia labeouf
5893,transformers: dark of the moon,sci-fi,michael bay, rosie huntington-whiteley,sci-fi michael bay  rosie huntington-whiteley
5894,transformers: dark of the moon,sci-fi,michael bay, tyrese gibson,sci-fi michael bay  tyrese gibson
5895,transformers: dark of the moon,sci-fi,michael bay, josh duhamel,sci-fi michael bay  josh duhamel
5896,juno,comedy,jason reitman,ellen page,comedy jason reitman ellen page
5897,juno,comedy,jason reitman, michael cera,comedy jason reitman  michael cera
5898,juno,comedy,jason reitman, jennifer garner,comedy jason reitman  jennifer garner
5899,juno,comedy,jason reitman, jason bateman,comedy jason reitman  jason bateman
5900,juno,drama,jason reitman,ellen page,drama jason reitman ellen page
5901,juno,drama,jason reitman, michael cera,drama jason reitman  michael cera
5902,juno,drama,jason reitman, jennifer garner,drama jason reitman  jennifer garner
5903,juno,drama,jason reitman, jason bateman,drama jason reitman  jason bateman
5904,a hologram for the king,comedy,tom tykwer,tom hanks,comedy tom tykwer tom hanks
5905,a hologram for the king,comedy,tom tykwer, sarita choudhury,comedy tom tykwer  sarita choudhury
5906,a hologram for the king,comedy,tom tykwer, ben whishaw,comedy tom tykwer  ben whishaw
5907,a hologram for the king,comedy,tom tykwer,alexander black,comedy tom tykwer alexander black
5908,a hologram for the king,drama,tom tykwer,tom hanks,drama tom tykwer tom hanks
5909,a hologram for the king,drama,tom tykwer, sarita choudhury,drama tom tykwer  sarita choudhury
5910,a hologram for the king,drama,tom tykwer, ben whishaw,drama tom tykwer  ben whishaw
5911,a hologram for the king,drama,tom tykwer,alexander black,drama tom tykwer alexander black
5912,money monster,crime,jodie foster,george clooney,crime jodie foster george clooney
5913,money monster,crime,jodie foster, julia roberts,crime jodie foster  julia roberts
5914,money monster,crime,jodie foster, jack o'connell,crime jodie foster  jack o'connell
5915,money monster,crime,jodie foster,dominic west,crime jodie foster dominic west
5916,money monster,drama,jodie foster,george clooney,drama jodie foster george clooney
5917,money monster,drama,jodie foster, julia roberts,drama jodie foster  julia roberts
5918,money monster,drama,jodie foster, jack o'connell,drama jodie foster  jack o'connell
5919,money monster,drama,jodie foster,dominic west,drama jodie foster dominic west
5920,money monster,thriller,jodie foster,george clooney,thriller jodie foster george clooney
5921,money monster,thriller,jodie foster, julia roberts,thriller jodie foster  julia roberts
5922,money monster,thriller,jodie foster, jack o'connell,thriller jodie foster  jack o'connell
5923,money monster,thriller,jodie foster,dominic west,thriller jodie foster dominic west
5924,the other woman,comedy,nick cassavetes,cameron diaz,comedy nick cassavetes cameron diaz
5925,the other woman,comedy,nick cassavetes, leslie mann,comedy nick cassavetes  leslie mann
5926,the other woman,comedy,nick cassavetes, kate upton,comedy nick cassavetes  kate upton
5927,the other woman,comedy,nick cassavetes, nikolaj coster-waldau,comedy nick cassavetes  nikolaj coster-waldau
5928,the other woman,romance,nick cassavetes,cameron diaz,romance nick cassavetes cameron diaz
5929,the other woman,romance,nick cassavetes, leslie mann,romance nick cassavetes  leslie mann
5930,the other woman,romance,nick cassavetes, kate upton,romance nick cassavetes  kate upton
5931,the other woman,romance,nick cassavetes, nikolaj coster-waldau,romance nick cassavetes  nikolaj coster-waldau
5932,enchanted,animation,kevin lima,amy adams,animation kevin lima amy adams
5933,enchanted,animation,kevin lima, susan sarandon,animation kevin lima  susan sarandon
5934,enchanted,animation,kevin lima, james marsden,animation kevin lima  james marsden
5935,enchanted,animation,kevin lima, patrick dempsey,animation kevin lima  patrick dempsey
5936,enchanted,comedy,kevin lima,amy adams,comedy kevin lima amy adams
5937,enchanted,comedy,kevin lima, susan sarandon,comedy kevin lima  susan sarandon
